Code Tarif ,province,city, district 
PDG21309,Sumatera Barat,Lima Puluh Kota,Mungka
PDG21310,Sumatera Barat,Lima Puluh Kota,Pangkalan Koto Baru
PDG21317,Sumatera Barat,Lima Puluh Kota,Suliki
PDG21317,Sumatera Barat,Lima Puluh Kota,Suliki
PDG20616,Sumatera Barat,Padang Pariaman,Batang Gasan
PDG20628,Sumatera Barat,Padang Pariaman,IV Koto Aur Malintang
PDG20619,Sumatera Barat,Padang Pariaman,Padang Sago
PDG20620,Sumatera Barat,Padang Pariaman,Patamuan
PDG20612,Sumatera Barat,Padang Pariaman,Sungai Garingging
PDG20624,Sumatera Barat,Padang Pariaman,Ulakan Tapakih
PDG20604,Sumatera Barat,Padang Pariaman,V Koto Kampung Dalam
PDG20629,Sumatera Barat,Padang Pariaman,V Koto Timur
PDG20614,Sumatera Barat,Padang Pariaman,VII Koto Sungai Sarik
PDG20316,Sumatera Barat,Pasaman,Duo Koto
PDG20314,Sumatera Barat,Pasaman,Tigo Nagari
PDG20325,Sumatera Barat,Pasaman,Mapat Tunggul
PDG20315,Sumatera Barat,Pasaman,Mapat Tunggul Selatan
PDG20327,Sumatera Barat,Pasaman,Padang Gelugur
PDG20330,Sumatera Barat,Pasaman,Rao Selatan
PDG20329,Sumatera Barat,Pasaman,Rao Utara
PDG20328,Sumatera Barat,Pasaman,Simpang Alahan Mati
PDG21501,Sumatera Barat,Pasaman Barat,Gunung Tuleh
PDG21503,Sumatera Barat,Pasaman Barat,Lembah Melintang
PDG21507,Sumatera Barat,Pasaman Barat,Ranah Batahan
PDG21509,Sumatera Barat,Pasaman Barat,Sungai Aur
PDG21510,Sumatera Barat,Pasaman Barat,Sungai Beremas
PDG20514,Sumatera Barat,Pesisir Selatan,Iv Nagari Bayang Utara
PDG20516,Sumatera Barat,Pesisir Selatan,Lunang
PDG20519,Sumatera Barat,Pesisir Selatan,Ranah Ampek Hulu Tapan
PDG20520,Sumatera Barat,Pesisir Selatan,Silaut
PDG21904,Sumatera Barat,Sijunjung,Kamang Baru
PDG21908,Sumatera Barat,Sijunjung,Tanjung Gadang
PDG21705,Sumatera Barat,Kab. Solok,Danau Kembar
PDG21707,Sumatera Barat,Kab. Solok,Hiliran Gumanti
PDG21701,Sumatera Barat,Kab. Solok,IX Koto Sungai Lasi
PDG21708,Sumatera Barat,Kab. Solok,Junjung Sirih
PDG21710,Sumatera Barat,Kab. Solok,Lembah Gumanti
PDG21711,Sumatera Barat,Kab. Solok,Lembang Jaya
PDG21712,Sumatera Barat,Kab. Solok,Pantai Cermin
PDG21713,Sumatera Barat,Kab. Solok,Payung Sekaki
PDG21714,Sumatera Barat,Kab. Solok,Tigo Lurah
PDG21702,Sumatera Barat,Kab. Solok,X Koto Diatas
PDG21801,Sumatera Barat,Solok Selatan,Koto Parik Gadang Diateh
PDG21802,Sumatera Barat,Solok Selatan,Sangir
PDG21807,Sumatera Barat,Solok Selatan,Pauh Duo
PDG21802,Sumatera Barat,Solok Selatan,Sangir
PDG21806,Sumatera Barat,Solok Selatan,Sangir Balai Janggo
PDG21803,Sumatera Barat,Solok Selatan,Sangir Batang Hari
PDG21804,Sumatera Barat,Solok Selatan,Sangir Jujuan
PDG21805,Sumatera Barat,Solok Selatan,Sungai Pagu
PDG20114,Sumatera Barat,Tanah Datar,Batipuah Selatan
PDG20103,Sumatera Barat,Tanah Datar,Lintau Buo
PDG20116,Sumatera Barat,Tanah Datar,Lintau Buo Utara
PDG20107,Sumatera Barat,Tanah Datar,Rambatan
PDG10008,Sumatera Barat,Padang,Bungus Teluk Kabung
PLM21020,Sumatera Selatan,Banyuasin,Air Kumbang
PLM21015,Sumatera Selatan,Banyuasin,Air Salek
PLM21001,Sumatera Selatan,Banyuasin,Banyuasin I
PLM21002,Sumatera Selatan,Banyuasin,Banyuasin II
PLM21006,Sumatera Selatan,Banyuasin,Makarti Jaya
PLM21012,Sumatera Selatan,Banyuasin,Muara Padang
PLM21013,Sumatera Selatan,Banyuasin,Muara Sugihan
PLM21007,Sumatera Selatan,Banyuasin,Muara Telang
PLM21008,Sumatera Selatan,Banyuasin,Pulau Rimau
PLM21010,Sumatera Selatan,Banyuasin,Rantau Bayur
PLM21019,Sumatera Selatan,Banyuasin,Suak Tapeh
PLM21018,Sumatera Selatan,Banyuasin,Sumber Marga Telang
PLM21017,Sumatera Selatan,Banyuasin,Tanjung Lago
PLM21101,Sumatera Selatan,Empat Lawang,Lintang Kanan
PLM21102,Sumatera Selatan,Empat Lawang,Muara Pinang
PLM21103,Sumatera Selatan,Empat Lawang,Pasemah Air Keruh
PLM21104,Sumatera Selatan,Empat Lawang,Pendopo
PLM21109,Sumatera Selatan,Empat Lawang,Pendopo Barat
PLM21108,Sumatera Selatan,Empat Lawang,Saling
PLM21107,Sumatera Selatan,Empat Lawang,Sikap Dalam
PLM21105,Sumatera Selatan,Empat Lawang,Talang Padang
PLM21100,Sumatera Selatan,Empat Lawang,Tebing Tinggi
PLM21106,Sumatera Selatan,Empat Lawang,Ulu Musi
PLM20325,Sumatera Selatan,Lahat,Gumay Talang
PLM20336,Sumatera Selatan,Lahat,Gumay Ulu
PLM20316,Sumatera Selatan,Lahat,Jarai
PLM20317,Sumatera Selatan,Lahat,Kikim Barat
PLM20318,Sumatera Selatan,Lahat,Kikim Selatan
PLM20319,Sumatera Selatan,Lahat,Kikim Tengah
PLM20320,Sumatera Selatan,Lahat,Kikim Timur
PLM20321,Sumatera Selatan,Lahat,Kota Agung
PLM20332,Sumatera Selatan,Lahat,Muarapayang
PLM20338,Sumatera Selatan,Lahat,Mulak Sebingkai
PLM20323,Sumatera Selatan,Lahat,Mulak Ulu
PLM20331,Sumatera Selatan,Lahat,Pagar Gunung
PLM20324,Sumatera Selatan,Lahat,Pajar Bulan
PLM20330,Sumatera Selatan,Lahat,Pseksu
PLM20304,Sumatera Selatan,Lahat,Pulaupinang
PLM20329,Sumatera Selatan,Lahat,Sukamerindu
PLM20328,Sumatera Selatan,Lahat,Tanjung Sakti Pumi
PLM20327,Sumatera Selatan,Lahat,Tanjungsakti Pumu
PLM20326,Sumatera Selatan,Lahat,Tanjungtebat
PLM20524,Sumatera Selatan,Muara Enim,Belimbing
PLM20507,Sumatera Selatan,Muara Enim,Benakat
PLM20504,Sumatera Selatan,Muara Enim,Gelumbang
PLM20501,Sumatera Selatan,Muara Enim,Gunung Megang
PLM20522,Sumatera Selatan,Muara Enim,Kelekar
PLM20526,Sumatera Selatan,Muara Enim,Muara Belida
PLM20513,Sumatera Selatan,Muara Enim,Semende Darat Laut
PLM20514,Sumatera Selatan,Muara Enim,Semende Darat Tengah
PLM20515,Sumatera Selatan,Muara Enim,Semende Darat Ulu
PLM20516,Sumatera Selatan,Muara Enim,Sungai Rotan
PLM20503,Sumatera Selatan,Muara Enim,Tanjung Agung
PLM20519,Sumatera Selatan,Muara Enim,Ujan Mas
PLM20816,Sumatera Selatan,Musi Banyuasin,Batang Hari Leko
PLM20805,Sumatera Selatan,Musi Banyuasin,Bayung Lencir
PLM20825,Sumatera Selatan,Musi Banyuasin,Lalan
PLM20819,Sumatera Selatan,Musi Banyuasin,Sanga Desa
PLM20822,Sumatera Selatan,Musi Banyuasin,Tungkal Jaya
PLM10302,Sumatera Selatan,Musi Rawas,BTS. Ulu
PLM10303,Sumatera Selatan,Musi Rawas,Jayaloka
PLM10306,Sumatera Selatan,Musi Rawas,Megang Sakti
PLM10307,Sumatera Selatan,Musi Rawas,Muara Beliti
PLM10307,Sumatera Selatan,Musi Rawas,Muara Beliti
PLM10308,Sumatera Selatan,Musi Rawas,Muara Kelingi
PLM10309,Sumatera Selatan,Musi Rawas,Muara Lakitan
PLM10312,Sumatera Selatan,Musi Rawas,Purwodadi
PLM10314,Sumatera Selatan,Musi Rawas,Selangit
PLM10321,Sumatera Selatan,Musi Rawas,Suka Karya
PLM10320,Sumatera Selatan,Musi Rawas,Sumber Harta
PLM10319,Sumatera Selatan,Musi Rawas,Tiang Pumpung Kepungut
PLM10318,Sumatera Selatan,Musi Rawas,Tuah Negeri
PLM10315,Sumatera Selatan,Musi Rawas,Tugumulyo
PLM10305,Sumatera Selatan,Musi Rawas Utara,Karang Jaya
PLM21315,Sumatera Selatan,Ogan Ilir,Kandis
PLM21314,Sumatera Selatan,Ogan Ilir,Lubuk Keliat
PLM21301,Sumatera Selatan,Ogan Ilir,Muara Kuang
PLM21302,Sumatera Selatan,Ogan Ilir,Pemulutan
PLM21313,Sumatera Selatan,Ogan Ilir,Pemulutan Barat
PLM21312,Sumatera Selatan,Ogan Ilir,Pemulutan Selatan
PLM21309,Sumatera Selatan,Ogan Ilir,Rambang Kuang
PLM21303,Sumatera Selatan,Ogan Ilir,Rantau Alai
PLM20214,Sumatera Selatan,Ogan Komering Ilir,Air Sugihan
PLM20215,Sumatera Selatan,Ogan Komering Ilir,Cengal
PLM20216,Sumatera Selatan,Ogan Komering Ilir,Jejawi
PLM20217,Sumatera Selatan,Ogan Komering Ilir,Lempuing
PLM20222,Sumatera Selatan,Ogan Komering Ilir,Lempuing Jaya
PLM20202,Sumatera Selatan,Ogan Komering Ilir,Mesuji
PLM20228,Sumatera Selatan,Ogan Komering Ilir,Mesuji Makmur
PLM20227,Sumatera Selatan,Ogan Komering Ilir,Mesuji Raya
PLM20204,Sumatera Selatan,Ogan Komering Ilir,Pampangan
PLM20226,Sumatera Selatan,Ogan Komering Ilir,Pangkalan Lampam
PLM20225,Sumatera Selatan,Ogan Komering Ilir,Pedamaran Timur
PLM20202,Sumatera Selatan,Ogan Komering Ilir,Mesuji
PLM20224,Sumatera Selatan,Ogan Komering Ilir,Sungai Menang
PLM20208,Sumatera Selatan,Ogan Komering Ilir,Tanjung Lubuk
PLM20211,Sumatera Selatan,Ogan Komering Ilir,Tulung Selapan
PLM20124,Sumatera Selatan,Ogan Komering Ulu,Kedaton Peninjauan Raya
PLM20121,Sumatera Selatan,Ogan Komering Ulu,Lubuk Raja
PLM20123,Sumatera Selatan,Ogan Komering Ulu,Muara Jaya
PLM20109,Sumatera Selatan,Ogan Komering Ulu,Pengandonan
PLM20108,Sumatera Selatan,Ogan Komering Ulu,Peninjauan
PLM20119,Sumatera Selatan,Ogan Komering Ulu,Semidang Aji
PLM20122,Sumatera Selatan,Ogan Komering Ulu,Sinar Peninjauan
PLM20120,Sumatera Selatan,Ogan Komering Ulu,Ulu Ogan
PLM21501,Sumatera Selatan,Ogan Komering Ulu Selatan,Banding Agung
PLM21517,Sumatera Selatan,Ogan Komering Ulu Selatan,Buana Pemaca
PLM21502,Sumatera Selatan,Ogan Komering Ulu Selatan,Buay Pemaca
PLM21516,Sumatera Selatan,Ogan Komering Ulu Selatan,Buay Pematang Ribu Ranau Tengah
PLM21515,Sumatera Selatan,Ogan Komering Ulu Selatan,Buay Rawan
PLM21503,Sumatera Selatan,Ogan Komering Ulu Selatan,Buay Runjung
PLM21504,Sumatera Selatan,Ogan Komering Ulu Selatan,Buay Sandang Aji
PLM21514,Sumatera Selatan,Ogan Komering Ulu Selatan,Kisam Ilir
PLM21505,Sumatera Selatan,Ogan Komering Ulu Selatan,Kisam Tinggi
PLM21506,Sumatera Selatan,Ogan Komering Ulu Selatan,Mekakau Ilir
PLM21507,Sumatera Selatan,Ogan Komering Ulu Selatan,Muara Dua Kisam
PLM21508,Sumatera Selatan,Ogan Komering Ulu Selatan,Pulau Beringin
PLM21513,Sumatera Selatan,Ogan Komering Ulu Selatan,Runjung Agung
PLM21509,Sumatera Selatan,Ogan Komering Ulu Selatan,Simpang
PLM21512,Sumatera Selatan,Ogan Komering Ulu Selatan,Sindang Danau
PLM21511,Sumatera Selatan,Ogan Komering Ulu Selatan,Sungai Are
PLM21510,Sumatera Selatan,Ogan Komering Ulu Selatan,Tiga Dihaji
PLM21518,Sumatera Selatan,Ogan Komering Ulu Selatan,Warkuk Ranau Selatan
PLM21420,Sumatera Selatan,Ogan Komering Ulu Timur,Belitang Jaya
PLM21404,Sumatera Selatan,Ogan Komering Ulu Timur,Buay Madang
PLM21417,Sumatera Selatan,Ogan Komering Ulu Timur,Buay Madang Timur
PLM21416,Sumatera Selatan,Ogan Komering Ulu Timur,Buay Pemuka Bangsa Raja
PLM21405,Sumatera Selatan,Ogan Komering Ulu Timur,Buay Pemuka Peliung
PLM21415,Sumatera Selatan,Ogan Komering Ulu Timur,Bunga Mayang
PLM21406,Sumatera Selatan,Ogan Komering Ulu Timur,Cempaka
PLM21412,Sumatera Selatan,Ogan Komering Ulu Timur,Jayapura
PLM21411,Sumatera Selatan,Ogan Komering Ulu Timur,MADANG SUKU III
PLM21407,Sumatera Selatan,Ogan Komering Ulu Timur,Madang Suku I
PLM21408,Sumatera Selatan,Ogan Komering Ulu Timur,Madang Suku II
PLM21409,Sumatera Selatan,Ogan Komering Ulu Timur,Semendawai Suku III
PLM21414,Sumatera Selatan,Ogan Komering Ulu Timur,Semendawai Barat
PLM21413,Sumatera Selatan,Ogan Komering Ulu Timur,Semendawai Timur
PLM21601,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Barat I
PLM21602,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Barat II
PLM21603,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Selatan I
PLM21604,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Selatan II
PLM21605,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Timur I
PLM21606,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Timur II
PLM21607,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Utara I
PLM21608,Sumatera Selatan,Lubuklinggau,Lubuk Linggau Utara II
PLM20608,Sumatera Selatan,Pagar Alam,Dempo Selatan
MES10103,Sumatera Utara,Asahan,Air Batu
MES10102,Sumatera Utara,Asahan,Air Joman
MES10106,Sumatera Utara,Asahan,Buntu Pane
MES10126,Sumatera Utara,Asahan,Kota Kisaran Barat
MES10127,Sumatera Utara,Asahan,Kota Kisaran Timur
MES10110,Sumatera Utara,Asahan,Meranti
MES10128,Sumatera Utara,Asahan,Pulo Bandring
MES10136,Sumatera Utara,Asahan,Rawang Panca Arga
MES10130,Sumatera Utara,Asahan,Sei Dadap
MES10118,Sumatera Utara,Asahan,Sei Kepayang
MES10135,Sumatera Utara,Asahan,Sei Kepayang Barat
MES10134,Sumatera Utara,Asahan,Sei Kepayang Timur
MES10133,Sumatera Utara,Asahan,Setia Janji
MES10132,Sumatera Utara,Asahan,Silau Laut
MES10112,Sumatera Utara,Asahan,Simpang Empat
MES22500,Sumatera Utara,Asahan,Tanjung Balai
MES10129,Sumatera Utara,Asahan,Teluk Dalam
MES10131,Sumatera Utara,Asahan,Tinggi Raja
MES10312,Sumatera Utara,Dairi,Berampu
MES10313,Sumatera Utara,Dairi,Gunung Sitember
MES10314,Sumatera Utara,Dairi,Lae Parira
MES10302,Sumatera Utara,Dairi,Parbuluan
MES10310,Sumatera Utara,Dairi,Pegagan Hilir
MES10304,Sumatera Utara,Dairi,Siempat Nempu
MES10305,Sumatera Utara,Dairi,Siempat Nempu Hilir
MES10311,Sumatera Utara,Dairi,Siempat Nempu Hulu
MES10316,Sumatera Utara,Dairi,Silahisabungan
MES10306,Sumatera Utara,Dairi,Silima Pungga Pungga
MES10315,Sumatera Utara,Dairi,Sitinjo
MES10307,Sumatera Utara,Dairi,Sumbul
MES10308,Sumatera Utara,Dairi,Tanah Pinem
MES10309,Sumatera Utara,Dairi,Tigalingga
MES21601,Sumatera Utara,Humbang Hasundutan,Baktiraja
MES21602,Sumatera Utara,Humbang Hasundutan,Lintong Nihuta
MES21603,Sumatera Utara,Humbang Hasundutan,Onan Ganjang
MES21604,Sumatera Utara,Humbang Hasundutan,Pakkat
MES21605,Sumatera Utara,Humbang Hasundutan,Paranginan
MES21606,Sumatera Utara,Humbang Hasundutan,Parlilitan
MES21607,Sumatera Utara,Humbang Hasundutan,Pollung
MES21608,Sumatera Utara,Humbang Hasundutan,Sijamapolang
MES21609,Sumatera Utara,Humbang Hasundutan,Tarabintang
MES20801,Sumatera Utara,Karo,Barusjahe
MES20802,Sumatera Utara,Karo,Berastagi
MES20816,Sumatera Utara,Karo,Dolat Rayat
MES20803,Sumatera Utara,Karo,Juhar
MES20800,Sumatera Utara,Karo,Kabanjahe
MES20804,Sumatera Utara,Karo,Kutabuluh
MES20805,Sumatera Utara,Karo,Laubaleng
MES20806,Sumatera Utara,Karo,Mardingding
MES20815,Sumatera Utara,Karo,Merdeka
MES20807,Sumatera Utara,Karo,Merek
MES20808,Sumatera Utara,Karo,Munte
MES20813,Sumatera Utara,Karo,Naman Teran
MES20809,Sumatera Utara,Karo,Payung
MES20810,Sumatera Utara,Karo,Simpang Empat
MES20811,Sumatera Utara,Karo,Tigabinanga
MES20814,Sumatera Utara,Karo,Tiganderket
MES20812,Sumatera Utara,Karo,Tigapanah
MES20702,Sumatera Utara,Labuhanbatu,Bilah Hilir
MES20709,Sumatera Utara,Labuhanbatu,Panai Hilir
MES20718,Sumatera Utara,Labuhanbatu,Panai Hulu
MES20710,Sumatera Utara,Labuhanbatu,Panai Tengah
MES20740,Sumatera Utara,Labuhanbatu Selatan,Sungai Kanan
MES20703,Sumatera Utara,Labuhanbatu Selatan,Kampung Rakyat
MES20704,Sumatera Utara,Labuhanbatu Selatan,Kotapinang
MES20722,Sumatera Utara,Labuhanbatu Selatan,Silangkitang
MES20740,Sumatera Utara,Labuhanbatu Selatan,Sungai Kanan
MES20724,Sumatera Utara,Labuhanbatu Selatan,Torgamba
MES20706,Sumatera Utara,Labuhanbatu Utara,Kualuh Hilir
MES20716,Sumatera Utara,Labuhanbatu Utara,Kualuh Leidong
MES20901,Sumatera Utara,Langkat,Babalan
MES20923,Sumatera Utara,Langkat,Bahorok
MES20909,Sumatera Utara,Langkat,Batang Serangan
MES20902,Sumatera Utara,Langkat,Besitang
MES20915,Sumatera Utara,Langkat,Binjai
MES20923,Sumatera Utara,Langkat,Bahorok
MES20910,Sumatera Utara,Langkat,Berandan Barat
MES20903,Sumatera Utara,Langkat,Gebang
MES20904,Sumatera Utara,Langkat,Hinai
MES20917,Sumatera Utara,Langkat,Kuala
MES20922,Sumatera Utara,Langkat,Kutambaru
MES20905,Sumatera Utara,Langkat,Padang Tualang
MES20906,Sumatera Utara,Langkat,Pangkalan Susu
MES20921,Sumatera Utara,Langkat,Pematang Jaya
MES20911,Sumatera Utara,Langkat,Salapian
MES20912,Sumatera Utara,Langkat,Sawit Seberang
MES20907,Sumatera Utara,Langkat,Secanggang
MES20918,Sumatera Utara,Langkat,Sei Bingai
MES20913,Sumatera Utara,Langkat,Sei Lepan
MES20919,Sumatera Utara,Langkat,Selesai
MES20920,Sumatera Utara,Langkat,Sirapit
MES20900,Sumatera Utara,Langkat,Stabat
MES20908,Sumatera Utara,Langkat,Tanjung Pura
MES20914,Sumatera Utara,Langkat,Wampu
MES21701,Sumatera Utara,Mandailing Natal,Batahan
MES21702,Sumatera Utara,Mandailing Natal,Batang Natal
MES21703,Sumatera Utara,Mandailing Natal,Bukit Malintang
MES21718,Sumatera Utara,Mandailing Natal,Huta Bargot
MES21704,Sumatera Utara,Mandailing Natal,Kotanopan
MES21705,Sumatera Utara,Mandailing Natal,Lembah Sorik Marapi
MES21706,Sumatera Utara,Mandailing Natal,Lingga Bayu
MES21707,Sumatera Utara,Mandailing Natal,Muara Batang Gadis
MES21708,Sumatera Utara,Mandailing Natal,Muara Sipongi
MES21723,Sumatera Utara,Mandailing Natal,Naga Juang
MES21709,Sumatera Utara,Mandailing Natal,Natal
MES21722,Sumatera Utara,Mandailing Natal,Pakantan
MES21700,Sumatera Utara,Mandailing Natal,Panyabungan
MES21710,Sumatera Utara,Mandailing Natal,Panyabungan Barat
MES21700,Sumatera Utara,Mandailing Natal,Panyabungan
MES21712,Sumatera Utara,Mandailing Natal,Panyabungan Selatan
MES21713,Sumatera Utara,Mandailing Natal,Panyabungan Timur
MES21714,Sumatera Utara,Mandailing Natal,Panyabungan Utara
MES21721,Sumatera Utara,Mandailing Natal,Puncak Sorik Marapi
MES21720,Sumatera Utara,Mandailing Natal,Ranto Baek
MES21715,Sumatera Utara,Mandailing Natal,Siabu
MES21719,Sumatera Utara,Mandailing Natal,Sinunukan
MES21716,Sumatera Utara,Mandailing Natal,Tambangan
MES21717,Sumatera Utara,Mandailing Natal,Ulu Pungkut
MES20332,Sumatera Utara,Nias,Botomuzoi
MES20304,Sumatera Utara,Nias,Gido
MES20331,Sumatera Utara,Nias,Hiliserangkai
MES20306,Sumatera Utara,Nias,Hiliduho
MES20330,Sumatera Utara,Nias,Ma'u
MES20328,Sumatera Utara,Nias,Somolo-Molo
MES20327,Sumatera Utara,Nias,Ulugawo
MES20339,Sumatera Utara,Nias Barat,Mandrehe Barat
MES20337,Sumatera Utara,Nias Barat,Moro'o
MES20336,Sumatera Utara,Nias Barat,Ulu Moro'o
MES21801,Sumatera Utara,Nias Selatan,Amandraya
MES21830,Sumatera Utara,Nias Selatan,Aramo
MES21829,Sumatera Utara,Nias Selatan,Boronadu
MES21828,Sumatera Utara,Nias Selatan,Fanayama
MES21802,Sumatera Utara,Nias Selatan,Gomo
MES21803,Sumatera Utara,Nias Selatan,Hibala
MES21827,Sumatera Utara,Nias Selatan,Hilimegai
MES21825,Sumatera Utara,Nias Selatan,Huruna
MES21804,Sumatera Utara,Nias Selatan,Lahusa
MES21831,Sumatera Utara,Nias Selatan,Lolowau
MES21806,Sumatera Utara,Nias Selatan,Lolomatua
MES21831,Sumatera Utara,Nias Selatan,Lolowau
MES21824,Sumatera Utara,Nias Selatan,Maniamolo
MES21823,Sumatera Utara,Nias Selatan,Mazino
MES21822,Sumatera Utara,Nias Selatan,Mazo
MES21820,Sumatera Utara,Nias Selatan,Onohazumba
MES21821,Sumatera Utara,Nias Selatan,O'O'U
MES21807,Sumatera Utara,Nias Selatan,Pulau-Pulau Batu
MES21819,Sumatera Utara,Nias Selatan,Pulau-Pulau Batu Barat
MES21818,Sumatera Utara,Nias Selatan,Pulau-Pulau Batu Timur
MES21817,Sumatera Utara,Nias Selatan,Pulau-Pulau Batu Utara
MES21816,Sumatera Utara,Nias Selatan,Sidua'Ori
MES21814,Sumatera Utara,Nias Selatan,Somambawa
MES21813,Sumatera Utara,Nias Selatan,Susua
MES21812,Sumatera Utara,Nias Selatan,Tanah Masa
MES21811,Sumatera Utara,Nias Selatan,Toma
MES21810,Sumatera Utara,Nias Selatan,Ulunoyo
MES20301,Sumatera Utara,Nias Utara,Afulu
MES21839,Sumatera Utara,Nias Utara,Alasa Talumuzoi
MES21838,Sumatera Utara,Nias Utara,Lahewa Timur
MES21841,Sumatera Utara,Nias Utara,Sitolu Ori
MES20320,Sumatera Utara,Nias Utara,Tuhemberua
MES21912,Sumatera Utara,Padang Lawas,Aek Nabara Barumun
MES21901,Sumatera Utara,Padang Lawas,Barumun
MES21911,Sumatera Utara,Padang Lawas,Barumun Selatan
