Code Tarif ,province,city, district 
BTJ21203,Nanggroe Aceh Darussalam,Aceh Singkil,Kota Baharu
BTJ21211,Nanggroe Aceh Darussalam,Aceh Singkil,Kuala Baru
BTJ21204,Nanggroe Aceh Darussalam,Aceh Singkil,Pulau Banyak
BTJ21210,Nanggroe Aceh Darussalam,Aceh Singkil,Pulau Banyak Barat
BTJ21205,Nanggroe Aceh Darussalam,Aceh Singkil,Simpang Kanan
BTJ21200,Nanggroe Aceh Darussalam,Aceh Singkil,Singkil
BTJ21206,Nanggroe Aceh Darussalam,Aceh Singkil,Singkil Utara
BTJ21207,Nanggroe Aceh Darussalam,Aceh Singkil,Singkohor
BTJ21209,Nanggroe Aceh Darussalam,Aceh Singkil,Suro Makmur
BTJ21209,Nanggroe Aceh Darussalam,Aceh Singkil,Suro Makmur
BTJ21311,Nanggroe Aceh Darussalam,Aceh Tamiang,Banda Mulia
BTJ21310,Nanggroe Aceh Darussalam,Aceh Tamiang,Bandar Pusaka
BTJ21301,Nanggroe Aceh Darussalam,Aceh Tamiang,Bendahara
BTJ21302,Nanggroe Aceh Darussalam,Aceh Tamiang,Karang Baru
BTJ21303,Nanggroe Aceh Darussalam,Aceh Tamiang,Kejuruan Muda
BTJ21300,Nanggroe Aceh Darussalam,Aceh Tamiang,Kota Kualasinpang
BTJ21304,Nanggroe Aceh Darussalam,Aceh Tamiang,Manyak Payed
BTJ21305,Nanggroe Aceh Darussalam,Aceh Tamiang,Rantau
BTJ21309,Nanggroe Aceh Darussalam,Aceh Tamiang,Sekerak
BTJ21306,Nanggroe Aceh Darussalam,Aceh Tamiang,Seruway
BTJ21307,Nanggroe Aceh Darussalam,Aceh Tamiang,Tamiang Hulu
BTJ21308,Nanggroe Aceh Darussalam,Aceh Tamiang,Tenggulun
BTJ20509,Nanggroe Aceh Darussalam,Aceh Tengah,Atu Lintang
BTJ20502,Nanggroe Aceh Darussalam,Aceh Tengah,Bebesen
BTJ20510,Nanggroe Aceh Darussalam,Aceh Tengah,Bies
BTJ20503,Nanggroe Aceh Darussalam,Aceh Tengah,Bintang
BTJ20511,Nanggroe Aceh Darussalam,Aceh Tengah,Celala
BTJ20512,Nanggroe Aceh Darussalam,Aceh Tengah,Jagong Jeget
BTJ20513,Nanggroe Aceh Darussalam,Aceh Tengah,Kebayakan
BTJ20514,Nanggroe Aceh Darussalam,Aceh Tengah,Ketol
BTJ20515,Nanggroe Aceh Darussalam,Aceh Tengah,Kute Panang
BTJ20505,Nanggroe Aceh Darussalam,Aceh Tengah,Linge
BTJ20516,Nanggroe Aceh Darussalam,Aceh Tengah,Laut Tawar
BTJ20506,Nanggroe Aceh Darussalam,Aceh Tengah,Pegasing
BTJ20517,Nanggroe Aceh Darussalam,Aceh Tengah,Rusip Antara
BTJ20507,Nanggroe Aceh Darussalam,Aceh Tengah,Silih Nara
BTJ20209,Nanggroe Aceh Darussalam,Aceh Tenggara,Babul Makmur
BTJ20210,Nanggroe Aceh Darussalam,Aceh Tenggara,Babul Rahmah
BTJ20211,Nanggroe Aceh Darussalam,Aceh Tenggara,Babussalam
BTJ20201,Nanggroe Aceh Darussalam,Aceh Tenggara,Badar
BTJ20202,Nanggroe Aceh Darussalam,Aceh Tenggara,Bambel
BTJ20212,Nanggroe Aceh Darussalam,Aceh Tenggara,Bukit Tusam
BTJ20213,Nanggroe Aceh Darussalam,Aceh Tenggara,Darul Hasanah
BTJ20219,Nanggroe Aceh Darussalam,Aceh Tenggara,Deleng Pokhkisen
BTJ20218,Nanggroe Aceh Darussalam,Aceh Tenggara,Ketambe
BTJ20211,Nanggroe Aceh Darussalam,Aceh Tenggara,Babussalam
BTJ20205,Nanggroe Aceh Darussalam,Aceh Tenggara,Lawe Alas
BTJ20214,Nanggroe Aceh Darussalam,Aceh Tenggara,Lawe Bulan
BTJ20206,Nanggroe Aceh Darussalam,Aceh Tenggara,Lawe Sigala-gala
BTJ20217,Nanggroe Aceh Darussalam,Aceh Tenggara,Lawe Sumur
BTJ20216,Nanggroe Aceh Darussalam,Aceh Tenggara,Leuser
BTJ20215,Nanggroe Aceh Darussalam,Aceh Tenggara,Semadam
BTJ20220,Nanggroe Aceh Darussalam,Aceh Tenggara,Tanoh Alas
BTJ21401,Nanggroe Aceh Darussalam,Aceh Timur,Banda Alam
BTJ21402,Nanggroe Aceh Darussalam,Aceh Timur,Birem Bayeun
BTJ21403,Nanggroe Aceh Darussalam,Aceh Timur,Darul Aman
BTJ21423,Nanggroe Aceh Darussalam,Aceh Timur,Darul Falah
BTJ21404,Nanggroe Aceh Darussalam,Aceh Timur,Darul Ihsan
BTJ21400,Nanggroe Aceh Darussalam,Aceh Timur,Idi Rayeuk
BTJ21422,Nanggroe Aceh Darussalam,Aceh Timur,Idi Timur
BTJ21405,Nanggroe Aceh Darussalam,Aceh Timur,Idi Tunong
BTJ21406,Nanggroe Aceh Darussalam,Aceh Timur,Indra Makmu
BTJ21407,Nanggroe Aceh Darussalam,Aceh Timur,Julok
BTJ21408,Nanggroe Aceh Darussalam,Aceh Timur,Madat
BTJ21409,Nanggroe Aceh Darussalam,Aceh Timur,Nurussalam
BTJ21410,Nanggroe Aceh Darussalam,Aceh Timur,Pante Bidari
BTJ21411,Nanggroe Aceh Darussalam,Aceh Timur,Peudawa
BTJ21421,Nanggroe Aceh Darussalam,Aceh Timur,Peunaron
BTJ21412,Nanggroe Aceh Darussalam,Aceh Timur,Peureulak
BTJ21413,Nanggroe Aceh Darussalam,Aceh Timur,Peureulak Barat
BTJ21414,Nanggroe Aceh Darussalam,Aceh Timur,Peureulak Timur
BTJ21415,Nanggroe Aceh Darussalam,Aceh Timur,Rantau Selamat
BTJ21416,Nanggroe Aceh Darussalam,Aceh Timur,Rantau Peureulak
BTJ21417,Nanggroe Aceh Darussalam,Aceh Timur,Serbajadi
BTJ21418,Nanggroe Aceh Darussalam,Aceh Timur,Simpang Jernih
BTJ21419,Nanggroe Aceh Darussalam,Aceh Timur,Simpang Ulim
BTJ21420,Nanggroe Aceh Darussalam,Aceh Timur,Sungai Raya
BTJ21501,Nanggroe Aceh Darussalam,Aceh Utara,Baktiya
BTJ21502,Nanggroe Aceh Darussalam,Aceh Utara,Baktiya Barat
BTJ21522,Nanggroe Aceh Darussalam,Aceh Utara,Banda Baro
BTJ21503,Nanggroe Aceh Darussalam,Aceh Utara,Cot Girek
BTJ21504,Nanggroe Aceh Darussalam,Aceh Utara,Dewantara
BTJ21526,Nanggroe Aceh Darussalam,Aceh Utara,Geuredong Pase
BTJ21505,Nanggroe Aceh Darussalam,Aceh Utara,Kuta Makmur
BTJ21506,Nanggroe Aceh Darussalam,Aceh Utara,Langkahan
BTJ21525,Nanggroe Aceh Darussalam,Aceh Utara,Lapang
BTJ21500,Nanggroe Aceh Darussalam,Aceh Utara,Lhoksukon
BTJ21507,Nanggroe Aceh Darussalam,Aceh Utara,Matangkuli
BTJ21508,Nanggroe Aceh Darussalam,Aceh Utara,Meurah Mulia
BTJ21509,Nanggroe Aceh Darussalam,Aceh Utara,Muara Batu
BTJ21510,Nanggroe Aceh Darussalam,Aceh Utara,Nibong
BTJ21511,Nanggroe Aceh Darussalam,Aceh Utara,Nisam
BTJ21524,Nanggroe Aceh Darussalam,Aceh Utara,Nisam Antara
BTJ21512,Nanggroe Aceh Darussalam,Aceh Utara,Paya Bakong
BTJ21523,Nanggroe Aceh Darussalam,Aceh Utara,Pirak Timur
BTJ21513,Nanggroe Aceh Darussalam,Aceh Utara,Samudera
BTJ21514,Nanggroe Aceh Darussalam,Aceh Utara,Sawang
BTJ21515,Nanggroe Aceh Darussalam,Aceh Utara,Seunuddon
BTJ21516,Nanggroe Aceh Darussalam,Aceh Utara,Simpang Kramat
BTJ21517,Nanggroe Aceh Darussalam,Aceh Utara,Syamtalira Aron
BTJ21518,Nanggroe Aceh Darussalam,Aceh Utara,Syamtalira Bayu
BTJ21520,Nanggroe Aceh Darussalam,Aceh Utara,T. Jambo Aye
BTJ21519,Nanggroe Aceh Darussalam,Aceh Utara,Tanah Luas
BTJ21521,Nanggroe Aceh Darussalam,Aceh Utara,Tanah Pasir
BTJ21601,Nanggroe Aceh Darussalam,Bener Meriah,Bandar
BTJ21610,Nanggroe Aceh Darussalam,Bener Meriah,Bener Kelipah
BTJ21602,Nanggroe Aceh Darussalam,Bener Meriah,Bukit
BTJ21609,Nanggroe Aceh Darussalam,Bener Meriah,Gajah Putih
BTJ21608,Nanggroe Aceh Darussalam,Bener Meriah,Mesidah
BTJ21603,Nanggroe Aceh Darussalam,Bener Meriah,Permata
BTJ21604,Nanggroe Aceh Darussalam,Bener Meriah,Pintu Rime Gayo
BTJ21602,Nanggroe Aceh Darussalam,Bener Meriah,Bukit
BTJ21611,Nanggroe Aceh Darussalam,Bener Meriah,Syiah Utama
BTJ21611,Nanggroe Aceh Darussalam,Bener Meriah,Syiah Utama
BTJ21606,Nanggroe Aceh Darussalam,Bener Meriah,Timang Gajah
BTJ21607,Nanggroe Aceh Darussalam,Bener Meriah,Wih Pesam
BTJ20105,Nanggroe Aceh Darussalam,Bireuen,Gandapura
BTJ20108,Nanggroe Aceh Darussalam,Bireuen,Jangka
BTJ20109,Nanggroe Aceh Darussalam,Bireuen,Jeumpa
BTJ20101,Nanggroe Aceh Darussalam,Bireuen,Jeunieb
BTJ20110,Nanggroe Aceh Darussalam,Bireuen,Juli
BTJ20111,Nanggroe Aceh Darussalam,Bireuen,Kota Juang
BTJ20107,Nanggroe Aceh Darussalam,Bireuen,Kuala
BTJ20112,Nanggroe Aceh Darussalam,Bireuen,Kuta Blang
BTJ20106,Nanggroe Aceh Darussalam,Bireuen,Makmur
BTJ20113,Nanggroe Aceh Darussalam,Bireuen,Pandrah
BTJ20103,Nanggroe Aceh Darussalam,Bireuen,Peudada
BTJ20116,Nanggroe Aceh Darussalam,Bireuen,Peulimbang
BTJ20102,Nanggroe Aceh Darussalam,Bireuen,Peusangan
BTJ20114,Nanggroe Aceh Darussalam,Bireuen,Peusangan Selatan
BTJ20115,Nanggroe Aceh Darussalam,Bireuen,Peusangan Siblah Krueng
BTJ20104,Nanggroe Aceh Darussalam,Bireuen,Samalanga
BTJ20117,Nanggroe Aceh Darussalam,Bireuen,Simpang Mamplam
BTJ21708,Nanggroe Aceh Darussalam,Gayo Lues,Blangjerango
BTJ21706,Nanggroe Aceh Darussalam,Gayo Lues,Blangpegayon
BTJ21700,Nanggroe Aceh Darussalam,Gayo Lues,Blangkejeren
BTJ21707,Nanggroe Aceh Darussalam,Gayo Lues,Dabun Gelang
BTJ21701,Nanggroe Aceh Darussalam,Gayo Lues,Kutapanjang
BTJ21714,Nanggroe Aceh Darussalam,Gayo Lues,Pantan Cuaca
BTJ21709,Nanggroe Aceh Darussalam,Gayo Lues,Teripe Jaya
BTJ21702,Nanggroe Aceh Darussalam,Gayo Lues,Pining
BTJ21705,Nanggroe Aceh Darussalam,Gayo Lues,Puteri Betung
BTJ21703,Nanggroe Aceh Darussalam,Gayo Lues,Rikit Gaib
BTJ21704,Nanggroe Aceh Darussalam,Gayo Lues,Terangun
BTJ21709,Nanggroe Aceh Darussalam,Gayo Lues,Teripe Jaya
BTJ21801,Nanggroe Aceh Darussalam,Nagan Raya,Beutong
BTJ21809,Nanggroe Aceh Darussalam,Nagan Raya,Beutong Ateuh Banggalang
BTJ21802,Nanggroe Aceh Darussalam,Nagan Raya,Darul Makmur
BTJ21803,Nanggroe Aceh Darussalam,Nagan Raya,Kuala
BTJ21808,Nanggroe Aceh Darussalam,Nagan Raya,Kuala Pesisir
BTJ21804,Nanggroe Aceh Darussalam,Nagan Raya,Seunagan
BTJ21805,Nanggroe Aceh Darussalam,Nagan Raya,Seunagan Timur
BTJ21800,Nanggroe Aceh Darussalam,Nagan Raya,Suka Makmue
BTJ21807,Nanggroe Aceh Darussalam,Nagan Raya,Tadu Raya
BTJ21806,Nanggroe Aceh Darussalam,Nagan Raya,Tripa Makmur
BTJ20403,Nanggroe Aceh Darussalam,Pidie,Batee
BTJ20404,Nanggroe Aceh Darussalam,Pidie,Delima
BTJ20405,Nanggroe Aceh Darussalam,Pidie,Geumpang
BTJ20423,Nanggroe Aceh Darussalam,Pidie,Glumpang Baro
BTJ20406,Nanggroe Aceh Darussalam,Pidie,Glumpang Tiga
BTJ20424,Nanggroe Aceh Darussalam,Pidie,Grong-Grong
BTJ20407,Nanggroe Aceh Darussalam,Pidie,Indrajaya
BTJ20408,Nanggroe Aceh Darussalam,Pidie,Kembang Tanjong
BTJ20428,Nanggroe Aceh Darussalam,Pidie,Keumala
BTJ20427,Nanggroe Aceh Darussalam,Pidie,Kota Sigli
BTJ20425,Nanggroe Aceh Darussalam,Pidie,Mane
BTJ20410,Nanggroe Aceh Darussalam,Pidie,Mila
BTJ20411,Nanggroe Aceh Darussalam,Pidie,Muara Tiga
BTJ20412,Nanggroe Aceh Darussalam,Pidie,Mutiara
BTJ20426,Nanggroe Aceh Darussalam,Pidie,Mutiara Timur
BTJ20413,Nanggroe Aceh Darussalam,Pidie,Padang Tiji
BTJ20414,Nanggroe Aceh Darussalam,Pidie,Peukan Baro
BTJ20415,Nanggroe Aceh Darussalam,Pidie,Pidie
BTJ20416,Nanggroe Aceh Darussalam,Pidie,Sakti
BTJ20417,Nanggroe Aceh Darussalam,Pidie,Simpang Tiga
BTJ20417,Nanggroe Aceh Darussalam,Pidie,Simpang Tiga
BTJ20418,Nanggroe Aceh Darussalam,Pidie,Tangse
BTJ20419,Nanggroe Aceh Darussalam,Pidie,Tiro/Truseb
BTJ20420,Nanggroe Aceh Darussalam,Pidie,Titeue
BTJ21905,Nanggroe Aceh Darussalam,Pidie Jaya,Bandar Baru
BTJ21903,Nanggroe Aceh Darussalam,Pidie Jaya,Bandar Dua
BTJ21902,Nanggroe Aceh Darussalam,Pidie Jaya,Jangka Buaya
BTJ21904,Nanggroe Aceh Darussalam,Pidie Jaya,Meurah Dua
BTJ21900,Nanggroe Aceh Darussalam,Pidie Jaya,Meureudu
BTJ21906,Nanggroe Aceh Darussalam,Pidie Jaya,Panteraja
BTJ21907,Nanggroe Aceh Darussalam,Pidie Jaya,Trienggadeng
BTJ21901,Nanggroe Aceh Darussalam,Pidie Jaya,Ulim
BTJ22101,Nanggroe Aceh Darussalam,Simeulue,Alapan
BTJ22102,Nanggroe Aceh Darussalam,Simeulue,Salang
BTJ22105,Nanggroe Aceh Darussalam,Simeulue,Simeulue Barat
BTJ22118,Nanggroe Aceh Darussalam,Simeulue,Simeulue Cut
BTJ22103,Nanggroe Aceh Darussalam,Simeulue,Simeulue Tengah
BTJ22104,Nanggroe Aceh Darussalam,Simeulue,Simeulue Timur
BTJ22105,Nanggroe Aceh Darussalam,Simeulue,Simeulue Barat
BTJ22104,Nanggroe Aceh Darussalam,Simeulue,Simeulue Timur
BTJ22106,Nanggroe Aceh Darussalam,Simeulue,Teluk Dalam
BTJ22108,Nanggroe Aceh Darussalam,Simeulue,Teupah Barat
BTJ22107,Nanggroe Aceh Darussalam,Simeulue,Teupah Selatan
BTJ22119,Nanggroe Aceh Darussalam,Simeulue,Teupah Tengah
BTJ10018,Nanggroe Aceh Darussalam,Banda Aceh,Baiturrahman
BTJ10017,Nanggroe Aceh Darussalam,Banda Aceh,Banda Raya
BTJ10016,Nanggroe Aceh Darussalam,Banda Aceh,Jaya Baru
BTJ10020,Nanggroe Aceh Darussalam,Banda Aceh,Kuta Alam
BTJ10021,Nanggroe Aceh Darussalam,Banda Aceh,Kuta Raja
BTJ10019,Nanggroe Aceh Darussalam,Banda Aceh,Lueng Bata
BTJ10015,Nanggroe Aceh Darussalam,Banda Aceh,Meuraxa
BTJ10022,Nanggroe Aceh Darussalam,Banda Aceh,Syiah Kuala
BTJ10023,Nanggroe Aceh Darussalam,Banda Aceh,Ulee Kareng
BTJ10118,Nanggroe Aceh Darussalam,Langsa,Langsa Barat
BTJ10123,Nanggroe Aceh Darussalam,Langsa,Langsa Baro
BTJ10119,Nanggroe Aceh Darussalam,Langsa,Langsa Kota
BTJ10120,Nanggroe Aceh Darussalam,Langsa,Langsa Lama
BTJ10119,Nanggroe Aceh Darussalam,Langsa,Langsa Kota
BTJ10122,Nanggroe Aceh Darussalam,Langsa,Langsa Timur
BTJ10226,Nanggroe Aceh Darussalam,Lhokseumawe,Banda Sakti
BTJ10227,Nanggroe Aceh Darussalam,Lhokseumawe,Blang Mangat
BTJ10209,Nanggroe Aceh Darussalam,Lhokseumawe,Muara Dua
BTJ10228,Nanggroe Aceh Darussalam,Lhokseumawe,Muara Satu
BTJ20703,Nanggroe Aceh Darussalam,Sabang,Sukajaya
BTJ20702,Nanggroe Aceh Darussalam,Sabang,Sukakarya
BTJ22205,Nanggroe Aceh Darussalam,Subulussalam,Longkib
BTJ22202,Nanggroe Aceh Darussalam,Subulussalam,Penanggalan
BTJ22203,Nanggroe Aceh Darussalam,Subulussalam,Rundeng
BTJ22201,Nanggroe Aceh Darussalam,Subulussalam,Simpang Kiri
BTJ22204,Nanggroe Aceh Darussalam,Subulussalam,Sultan Daulat
PKU20210,Riau,Bengkalis,Bantan
PKU20221,Riau,Bengkalis,Bathin Solapan
PKU20200,Riau,Bengkalis,Bengkalis
PKU20208,Riau,Bengkalis,Mandau
PKU20208,Riau,Bengkalis,Mandau
PKU20215,Riau,Bengkalis,Siak Kecil
PKU20417,Riau,Indragiri Hilir,Kempas
PKU20412,Riau,Indragiri Hilir,Kemuning
PKU20400,Riau,Indragiri Hilir,Tembilahan
PKU20416,Riau,Indragiri Hilir,Tembilahan Hulu
PKU20410,Riau,Indragiri Hilir,Tempuling
PKU20311,Riau,Indragiri Hulu,Batang Cenaku
PKU20310,Riau,Indragiri Hulu,Lirik
PKU20305,Riau,Indragiri Hulu,Pasir Penyu
PKU20300,Riau,Indragiri Hulu,Rengat
PKU20314,Riau,Indragiri Hulu,Rengat Barat
PKU20307,Riau,Indragiri Hulu,Siberida
PKU20315,Riau,Indragiri Hulu,Sungai Lala
PKU20100,Riau,Kampar,Bangkinang Kota
PKU20113,Riau,Kampar,Bangkinang
PKU20114,Riau,Kampar,Gunung Sahilan
PKU20101,Riau,Kampar,Kampar
PKU20111,Riau,Kampar,Kampar Kiri
PKU20116,Riau,Kampar,Kampar Kiri Hulu
PKU20137,Riau,Kampar,Kampar Kiri Tengah
PKU20117,Riau,Kampar,Kampa
PKU20118,Riau,Kampar,Kampar Utara
PKU20112,Riau,Kampar,Kuok
PKU20120,Riau,Kampar,Rumbio Jaya
PKU20121,Riau,Kampar,Salo
PKU20106,Riau,Kampar,Siak Hulu
PKU20122,Riau,Kampar,Tambang
PKU20123,Riau,Kampar,Tapung
PKU20124,Riau,Kampar,Tapung Hilir
PKU20125,Riau,Kampar,Tapung Hulu
PKU21306,Riau,Kepulauan Meranti,Tebing Tinggi Barat
PKU21315,Riau,Kepulauan Meranti,Pulaumerbau
PKU21314,Riau,Kepulauan Meranti,Rangsang Pesisir
PKU21305,Riau,Kepulauan Meranti,Tebing Tinggi
PKU21313,Riau,Kepulauan Meranti,Tasik Putri Puyu
PKU21305,Riau,Kepulauan Meranti,Tebing Tinggi
PKU21306,Riau,Kepulauan Meranti,Tebing Tinggi Barat
PKU21312,Riau,Kepulauan Meranti,Tebing Tinggi Timur
PKU20903,Riau,Kuantan Singingi,Benai
PKU20905,Riau,Kuantan Singingi,Gunungtoar
PKU20901,Riau,Kuantan Singingi,Kuantan Hilir
PKU20926,Riau,Kuantan Singingi,Kuantan Hilir Seberang
PKU20902,Riau,Kuantan Singingi,Kuantan Mudik
PKU20908,Riau,Kuantan Singingi,Kuantan Tengah
PKU20909,Riau,Kuantan Singingi,Logas Tanah Darat
PKU20910,Riau,Kuantan Singingi,Pangean
PKU20927,Riau,Kuantan Singingi,Pucuk Rantau
PKU20928,Riau,Kuantan Singingi,Sentajo Raya
PKU20911,Riau,Kuantan Singingi,Singingi
PKU20912,Riau,Kuantan Singingi,Singingi Hilir
PKU20908,Riau,Kuantan Singingi,Kuantan Tengah
PKU21002,Riau,Pelalawan,Kerumutan
PKU21000,Riau,Pelalawan,Pangkalan Kerinci
PKU21007,Riau,Pelalawan,Pelalawan
PKU21009,Riau,Pelalawan,Ukui
PKU20508,Riau,Rokan Hilir,Bangko
PKU20507,Riau,Rokan Hilir,Bagansinembah
PKU20508,Riau,Rokan Hilir,Bangko
PKU20509,Riau,Rokan Hilir,Bangko Pusako
PKU20510,Riau,Rokan Hilir,Batu Hampar
PKU20503,Riau,Rokan Hilir,Rimba Melintang
PKU20514,Riau,Rokan Hilir,Simpang Kanan
PKU20515,Riau,Rokan Hilir,Sinaboi
PKU20506,Riau,Rokan Hilir,Tanah Putih
PKU20516,Riau,Rokan Hilir,Tanah Putih Tanjung Melawan
PKU21101,Riau,Rokan Hulu,Bangun Purba
PKU21116,Riau,Rokan Hulu,Bonai Darussalam
PKU21103,Riau,Rokan Hulu,Kepenuhan
PKU21115,Riau,Rokan Hulu,Kepenuhan Hulu
PKU21104,Riau,Rokan Hulu,Kunto Darussalam
PKU21114,Riau,Rokan Hulu,Pagaran Tapah Darussalam
PKU21105,Riau,Rokan Hulu,Rambah
PKU21113,Riau,Rokan Hulu,Pendalian IV Koto
PKU21105,Riau,Rokan Hulu,Rambah
PKU21106,Riau,Rokan Hulu,Rambah Hilir
PKU21107,Riau,Rokan Hulu,Rambah Samo
PKU21108,Riau,Rokan Hulu,Rokan IV Koto
PKU21117,Riau,Rokan Hulu,Tambusai
PKU21118,Riau,Rokan Hulu,Tambusai Utara
PKU21109,Riau,Rokan Hulu,Tandun
PKU21117,Riau,Rokan Hulu,Tambusai
PKU21118,Riau,Rokan Hulu,Tambusai Utara
PKU21112,Riau,Rokan Hulu,Ujung Batu
PKU21202,Riau,Siak,Bunga Raya
PKU21203,Riau,Siak,Dayun
PKU21204,Riau,Siak,Kandis
PKU21205,Riau,Siak,Kerinci Kanan
PKU21216,Riau,Siak,Koto Gasib
PKU21216,Riau,Siak,Koto Gasib
PKU21207,Riau,Siak,Lubuk Dalam
PKU21215,Riau,Siak,Mempura
PKU21208,Riau,Siak,Minas
PKU21213,Riau,Siak,Sabak Auh
PKU21209,Riau,Siak,Siak
PKU21209,Riau,Siak,Siak
PKU21211,Riau,Siak,Sungai Mandau
PKU21212,Riau,Siak,Tualang
PKU10101,Riau,Dumai,Bukit Kapur
PKU10100,Riau,Dumai,Dumai Kota
PKU10108,Riau,Dumai,Dumai Barat
PKU10112,Riau,Dumai,Dumai Selatan
PKU10109,Riau,Dumai,Dumai Timur
PKU10110,Riau,Dumai,Medang Kampai
PKU10111,Riau,Dumai,Sungai Sembilan
PKU10016,Riau,Pekanbaru,Bukit Raya
PKU10010,Riau,Pekanbaru,Lima Puluh
PKU10011,Riau,Pekanbaru,Marpoyan Damai
PKU10021,Riau,Pekanbaru,Payung Sekaki
PKU10021,Riau,Pekanbaru,Payung Sekaki
PKU10029,Riau,Pekanbaru,Pekanbaru Kota
PKU10020,Riau,Pekanbaru,Rumbai
PKU10020,Riau,Pekanbaru,Rumbai
PKU10012,Riau,Pekanbaru,Sail
PKU10013,Riau,Pekanbaru,Senapelan
PKU10014,Riau,Pekanbaru,Sukajadi
PKU10017,Riau,Pekanbaru,Binawidya
PKU10019,Riau,Pekanbaru,Tenayan Raya
PDG22205,Sumatera Barat,Agam,Ampek Angkek
PDG22213,Sumatera Barat,Agam,Ampek Nagari
PDG22206,Sumatera Barat,Agam,Banuhampu
PDG22207,Sumatera Barat,Agam,Baso
PDG22209,Sumatera Barat,Agam,Candung
PDG22208,Sumatera Barat,Agam,IV Koto
PDG22200,Sumatera Barat,Agam,Lubuk Basung
PDG22211,Sumatera Barat,Agam,Palembayan
PDG22215,Sumatera Barat,Agam,Sungai Pua
PDG22203,Sumatera Barat,Agam,Tanjung Mutiara
PDG22204,Sumatera Barat,Agam,Tanjung Raya
PDG22212,Sumatera Barat,Agam,Tilatang Kamang
PDG21201,Sumatera Barat,Dharmasraya,Koto Baru
PDG21210,Sumatera Barat,Dharmasraya,Koto Besar
PDG21209,Sumatera Barat,Dharmasraya,Koto Salak
PDG21208,Sumatera Barat,Dharmasraya,Padang Laweh
PDG21200,Sumatera Barat,Dharmasraya,Pulau Punjung
PDG21203,Sumatera Barat,Dharmasraya,Sitiung
PDG21204,Sumatera Barat,Dharmasraya,Sungai Rumbai
PDG21205,Sumatera Barat,Dharmasraya,Tiumang
PDG21301,Sumatera Barat,Lima Puluh Kota,Akabiluru
PDG21303,Sumatera Barat,Lima Puluh Kota,Guguak
PDG21305,Sumatera Barat,Lima Puluh Kota,Harau
PDG21307,Sumatera Barat,Lima Puluh Kota,Lareh Sago Halaban
PDG21315,Sumatera Barat,Lima Puluh Kota,Luak
PDG21311,Sumatera Barat,Lima Puluh Kota,Payakumbuh
PDG21305,Sumatera Barat,Lima Puluh Kota,Harau
PDG21312,Sumatera Barat,Lima Puluh Kota,Situjuah Limo Nagari
PDG20632,Sumatera Barat,Padang Pariaman,2 X 11 Kayu Tanam
PDG20601,Sumatera Barat,Padang Pariaman,Batang Anai
PDG20635,Sumatera Barat,Padang Pariaman,Enam Lingkung
PDG20602,Sumatera Barat,Padang Pariaman,2 X 11 Enam Lingkuang
PDG20606,Sumatera Barat,Padang Pariaman,Lubuk Alung
PDG20608,Sumatera Barat,Padang Pariaman,Nan Sabaris
PDG10010,Sumatera Barat,Padang,Kuranji
PDG20621,Sumatera Barat,Padang Pariaman,Sintuak Toboh Gadang
PDG20610,Sumatera Barat,Padang Pariaman,Sungai Limau
PDG20635,Sumatera Barat,Padang Pariaman,Enam Lingkung
PDG20301,Sumatera Barat,Pasaman,Bonjol
PDG20300,Sumatera Barat,Pasaman,Lubuk Sikaping
PDG20305,Sumatera Barat,Pasaman,Panti
PDG20331,Sumatera Barat,Pasaman,Rao
PDG21502,Sumatera Barat,Pasaman Barat,Kinali
PDG21504,Sumatera Barat,Pasaman Barat,Luhak Nan Duo
PDG21505,Sumatera Barat,Pasaman Barat,Pasaman
PDG21513,Sumatera Barat,Pasaman Barat,Koto Balingka
PDG21514,Sumatera Barat,Pasaman Barat,Sasak Ranah Pasisie
PDG21505,Sumatera Barat,Pasaman Barat,Pasaman
PDG21511,Sumatera Barat,Pasaman Barat,Talamau
PDG20522,Sumatera Barat,Pesisir Selatan,Airpura
PDG20513,Sumatera Barat,Pesisir Selatan,Basa Ampek Balai Tapan
PDG20501,Sumatera Barat,Pesisir Selatan,Batang Kapas
PDG20503,Sumatera Barat,Pesisir Selatan,Bayang
PDG20518,Sumatera Barat,Pesisir Selatan,IV Jurai
PDG20505,Sumatera Barat,Pesisir Selatan,Koto XI Tarusan
PDG20506,Sumatera Barat,Pesisir Selatan,Lengayang
PDG20515,Sumatera Barat,Pesisir Selatan,Linggo Sari Baganti
PDG20518,Sumatera Barat,Pesisir Selatan,IV Jurai
PDG20510,Sumatera Barat,Pesisir Selatan,Pancung Soal
PDG20511,Sumatera Barat,Pesisir Selatan,Ranah Pesisir
PDG20517,Sumatera Barat,Pesisir Selatan,Sutera
PDG21903,Sumatera Barat,Sijunjung,IV Nagari
PDG21901,Sumatera Barat,Sijunjung,Koto Vii
PDG21905,Sumatera Barat,Sijunjung,Kupitan
PDG21906,Sumatera Barat,Sijunjung,Lubuak Tarok
PDG21910,Sumatera Barat,Sijunjung,Sijunjung
PDG21907,Sumatera Barat,Sijunjung,Sumpur Kudus
PDG21706,Sumatera Barat,Kab. Solok,Gunung Talang
PDG21704,Sumatera Barat,Kab. Solok,Bukit Sundi
PDG21706,Sumatera Barat,Kab. Solok,Gunung Talang
PDG21709,Sumatera Barat,Kab. Solok,Kubung
PDG21703,Sumatera Barat,Kab. Solok,X Koto Singkarak
